table_name,column_name,data_type,character_maximum_length,is_nullable,field_name
table2054,column38935,double precision,,YES,Amount
table2054,column39234,double precision,,YES,Percentage
table2054,state,bigint,,YES,status
table2054,stateownerid,bigint,,YES,stateownerid
table2055,id,bigint,,NO,id
table2055,column39566,text,,YES,Particulars
table2055,column39569,text,,YES,Unit
table2055,column39571,timestamp without time zone,,YES,Sale From Date
table2055,column39572,timestamp without time zone,,YES,Sale To Date
table2055,column39573,text,,YES,Sale Book Ledger Name
table2055,column39564,bigint,,YES,Sales PO/WO Entries
table2055,created_by,character varying,255,YES,created_by
table2055,created_date,timestamp without time zone,,YES,created_date
table2055,modified_by,character varying,255,YES,modified_by
table2055,modified_date,timestamp without time zone,,YES,modified_date
table2055,column39574,text,,YES,Item Id
table2055,column41023,text,,YES,HSN Code
table2055,column41024,text,,YES,Tax Code
table2055,column47659,text,,YES,Item Group
table2055,column39567,double precision,,YES,Qty
table2055,column39568,double precision,,YES,Rate
table2055,column39570,double precision,,YES,Sale Ledger Amount
table2055,state,bigint,,YES,status
table2055,stateownerid,bigint,,YES,stateownerid
table2055,column41025,double precision,,YES,Tax Code Amount
table2055,column56410,double precision,,YES,Foreign Amount
table2057,id,bigint,,NO,id
table2057,column39654,text,,YES,Particulars
table2057,column39657,text,,YES,Unit
table2057,column39659,timestamp without time zone,,YES,Sale From Date
table2057,column39660,timestamp without time zone,,YES,Sale To Date
table2057,column39661,text,,YES,Sale Book Ledger Name
table2057,column39652,bigint,,YES,Delivery Challan Entries
table2057,created_by,character varying,255,YES,created_by
table2057,created_date,timestamp without time zone,,YES,created_date
table2057,modified_by,character varying,255,YES,modified_by
table2057,modified_date,timestamp without time zone,,YES,modified_date
table2057,column39697,text,,YES,Delivery Challan No
table2057,column40441,text,,YES,Item Code
table2057,column55010,text,,YES,Item Group
table2057,column55011,text,,YES,Item Desc
table2057,column60973,text,,YES,Item Image
table2057,column61447,text,,YES,HSN Code
table2057,column39655,double precision,,YES,Qty
table2057,column39656,double precision,,YES,Rate
table2057,column39658,double precision,,YES,Sale Ledger Amount
table2057,state,bigint,,YES,status
table2057,stateownerid,bigint,,YES,stateownerid
table2057,column40142,double precision,,YES,Balance Qty
table2057,column56843,bigint,,YES,Sales Order Line Id
table2057,column61952,double precision,,YES,Purchase Ledger Amount
table2060,id,bigint,,NO,id
table2060,column39709,text,,YES,Copy To Level
table2060,column39710,text,,YES,Copy to Parent Level
table2060,column39711,text,,YES,Activity ID
table2060,column39712,text,,YES,New Activity Code
table2060,column39713,text,,YES,Activity Name
table2060,column39714,text,,YES,Copy to Parent Group ID
table2060,column39718,timestamp without time zone,,YES,Manual Start Date
table2060,column39719,text,,YES,Activity Code
table2060,column39706,bigint,,YES,WBS Activities
table2060,created_by,character varying,255,YES,created_by
table2060,created_date,timestamp without time zone,,YES,created_date
table2060,modified_by,character varying,255,YES,modified_by
table2060,modified_date,timestamp without time zone,,YES,modified_date
table2060,column39739,text,,YES,Sr
table2060,column39744,text,,YES,Resource
table2060,column39764,text,,YES,Unit
table2060,column39810,text,,YES,Activity Description
table2060,column42400,text,,YES,Budget Head
table2060,column45493,text,,YES,Remarks
table2060,column45513,text,,YES,can use
table2060,column54865,text,,YES,Client Activity Code
table2060,column54959,text,,YES,Expense Ledger
table2060,column39708,double precision,,YES,Sequence No.
table2060,column39715,bigint,,YES,Group
table2060,column39716,double precision,,YES,Total Qty
table2060,column39717,double precision,,YES,Total Days
table2060,state,bigint,,YES,status
table2060,stateownerid,bigint,,YES,stateownerid
table2060,column39811,double precision,,YES,Lumsum Rate
table2060,column41702,double precision,,YES,Basic Rate
table2060,column41703,double precision,,YES,Unit Amount
table2060,column41704,double precision,,YES,Overhead Percent
table2060,column41705,double precision,,YES,Profit Percent
table2060,column41706,double precision,,YES,Amount
table2060,column41711,bigint,,YES,Is Billable
table2060,column41713,double precision,,YES,Activity Billing Rate
table2060,column45512,double precision,,YES,Discount Percent
table2060,column45514,double precision,,YES,can use1
table2060,column52829,double precision,,YES,Budget Head Amount
table2060,column54867,double precision,,YES,Client Activity Percentage
table2061,id,bigint,,NO,id
table2061,column39747,text,,YES,Item Code@4
table2061,column39749,text,,YES,Item Group 1
table2061,column39750,text,,YES,Item Group 2
table2061,column39751,text,,YES,Item Group 3
table2061,column39752,text,,YES,Item Group 4
table2061,column39753,text,,YES,Item Group 5
table2061,column39754,text,,YES,Item Group 6
table2061,created_by,character varying,255,YES,created_by
table2061,created_date,timestamp without time zone,,YES,created_date
table2061,modified_by,character varying,255,YES,modified_by
table2061,modified_date,timestamp without time zone,,YES,modified_date
table2061,column39748,bigint,,YES,Item Group Level
table2061,state,bigint,,YES,status
table2061,stateownerid,bigint,,YES,stateownerid
table2067,id,bigint,,NO,id
table2067,column39866,text,,YES,Project Name
table2067,column39867,text,,YES,Sales Order No.
table2067,column39868,text,,YES,Particulars
table2067,column39869,timestamp without time zone,,YES,Review Date
table2067,column39870,text,,YES,Remarks
table2067,column39871,timestamp without time zone,,YES,Likely Completion Date
table2067,created_by,character varying,255,YES,created_by
table2067,created_date,timestamp without time zone,,YES,created_date
table2067,modified_by,character varying,255,YES,modified_by
table2067,modified_date,timestamp without time zone,,YES,modified_date
table2067,state,bigint,,YES,status
table2067,stateownerid,bigint,,YES,stateownerid
table2070,id,bigint,,NO,id
table2070,column39894,text,,YES,Tax Code@TXC/y/2
table2070,column39895,text,,YES,Tax Code Description
table2070,column39897,text,,YES,Remarks
table2070,column39898,timestamp without time zone,,YES,Applicable Till Date
table2070,column39907,text,,YES,Tax Type
table2070,column39908,timestamp without time zone,,YES,Tax Code Active Date
table2070,created_by,character varying,255,YES,created_by
table2070,created_date,timestamp without time zone,,YES,created_date
table2070,modified_by,character varying,255,YES,modified_by
table2070,modified_date,timestamp without time zone,,YES,modified_date
table2070,column40671,text,,YES,Applicable for Country
table2070,column40672,text,,YES,Applicable for State
table2070,column44514,text,,YES,Tax Short Code
table2070,state,bigint,,YES,status
table2070,stateownerid,bigint,,YES,stateownerid
table2071,id,bigint,,NO,id
table2071,column39900,text,,YES,Tax Type
table2071,column39901,text,,YES,Tax Category
table2071,column39903,text,,YES,Ledger Name
table2071,column39896,bigint,,YES,Tax Code Details
table2071,created_by,character varying,255,YES,created_by
table2071,created_date,timestamp without time zone,,YES,created_date
table2071,modified_by,character varying,255,YES,modified_by
table2071,modified_date,timestamp without time zone,,YES,modified_date
table2071,column41041,text,,YES,Reverse Charge Ledger Name
table2071,column39902,double precision,,YES,Applicable On Percent
table2071,column39904,bigint,,YES,Applicable on ID
table2071,column39905,bigint,,YES,Tax Detail ID
table2071,column39906,double precision,,YES,Tax Rate
table2071,state,bigint,,YES,status
table2071,stateownerid,bigint,,YES,stateownerid
table2074,id,bigint,,NO,id
table2074,column39931,text,,YES,Parameter Value
table2074,created_by,character varying,255,YES,created_by
table2074,created_date,timestamp without time zone,,YES,created_date
table2074,modified_by,character varying,255,YES,modified_by
table2074,modified_date,timestamp without time zone,,YES,modified_date
table2074,state,bigint,,YES,status
table2074,stateownerid,bigint,,YES,stateownerid
table2080,id,bigint,,NO,id
table2080,column40120,text,,YES,Name
table2080,column40121,text,,YES,Task
table2080,column40122,text,,YES,Details
table2080,column40123,timestamp without time zone,,YES,Start Date
table2080,column40124,timestamp without time zone,,YES,End Date
table2080,column40144,text,,YES,Start Timezone
table2080,column40145,text,,YES,End Timezone
table2080,column40146,text,,YES,Recurrence Rule
table2080,column40147,text,,YES,Recurrence Exception
table2080,created_by,character varying,255,YES,created_by
table2080,created_date,timestamp without time zone,,YES,created_date
table2080,modified_by,character varying,255,YES,modified_by
table2080,modified_date,timestamp without time zone,,YES,modified_date
table2080,column45084,text,,YES,User Login
table2080,column40148,boolean,,YES,All Day
table2080,column40160,boolean,,YES,Is Deleted
table2080,state,bigint,,YES,status
table2080,stateownerid,bigint,,YES,stateownerid
table2038,column65605,text,,YES,Email Type
table2122,column68254,bigint,,YES,GST Amount
table2083,id,bigint,,NO,id
table2083,column40176,text,,YES,Name of Company
table2083,column40177,text,,YES,Bank Name
table2083,column40178,timestamp without time zone,,YES,Start Date
table2083,column40179,timestamp without time zone,,YES,End Date
table2083,column40255,text,,YES,Ledger Name
table2083,column40386,text,,YES,Land Ledger
table2083,created_by,character varying,255,YES,created_by
table2083,created_date,timestamp without time zone,,YES,created_date
table2083,modified_by,character varying,255,YES,modified_by
table2083,modified_date,timestamp without time zone,,YES,modified_date
table2083,column40254,double precision,,YES,Total Percentage
table2083,column40387,double precision,,YES,Total Deposit Percentage
table2083,column40388,double precision,,YES,Amount
table2083,state,bigint,,YES,status
table2083,stateownerid,bigint,,YES,stateownerid
table2084,id,bigint,,NO,id
table2084,column40182,text,,YES,Escrow Entries Ledger
table2084,column40180,bigint,,YES,Escrow Payment Entries
table2084,created_by,character varying,255,YES,created_by
table2084,created_date,timestamp without time zone,,YES,created_date
table2084,modified_by,character varying,255,YES,modified_by
table2084,modified_date,timestamp without time zone,,YES,modified_date
table2084,column40183,double precision,,YES,Percentage
table2084,column40252,double precision,,YES,Deposit Percentage
table2084,column40253,double precision,,YES,Investment Amount
table2084,column40389,double precision,,YES,Deposit Amount Paid
table2084,state,bigint,,YES,status
table2084,stateownerid,bigint,,YES,stateownerid
table2091,id,bigint,,NO,id
table2091,column40258,text,,YES,Key Result Area
table2091,column40259,text,,YES,Goal
table2091,column40260,text,,YES,KRA Description
table2091,column40272,text,,YES,Designation Name
table2091,column40273,text,,YES,Department
table2091,column40290,text,,YES,Evaluation Section
table2091,column40261,double precision,,YES,Weightage
table2091,column40410,text,,YES,KRA Code
table2091,created_by,character varying,255,YES,created_by
table2091,created_date,timestamp without time zone,,YES,created_date
table2091,modified_by,character varying,255,YES,modified_by
table2091,modified_date,timestamp without time zone,,YES,modified_date
table2091,state,bigint,,YES,status
table2091,stateownerid,bigint,,YES,stateownerid
table2092,id,bigint,,NO,id
table2092,column40264,text,,YES,Key Result Area
table2092,column40265,text,,YES,Key Performance Indicator (KPI)
table2092,column40266,text,,YES,Performance Target
table2092,column40267,text,,YES,Measurement
table2092,column40268,text,,YES,Purpose
table2092,column40274,text,,YES,Department
table2092,column40275,text,,YES,Designation Name
table2092,column40411,text,,YES,KRA Code
table2092,column40417,text,,YES,Evaluation Section
table2092,column40523,text,,YES,Measurement Frequency
table2092,column40525,text,,YES,KPI Code@KP/s/m/s/y/s/2
table2092,created_by,character varying,255,YES,created_by
table2092,created_date,timestamp without time zone,,YES,created_date
table2092,modified_by,character varying,255,YES,modified_by
table2092,modified_date,timestamp without time zone,,YES,modified_date
table2092,column40269,double precision,,YES,Acceptable Score
table2092,state,bigint,,YES,status
table2092,stateownerid,bigint,,YES,stateownerid
table2093,id,bigint,,NO,id
table2093,column40277,text,,YES,Rating Scale
table2093,column40278,text,,YES,Evaluation Section
table2093,column40279,text,,YES,Rating
table2093,column40521,text,,YES,Performance Code@PC/s/m/s/y/s/2
table2093,column40522,text,,YES,KRA Code
table2093,column40526,text,,YES,KPI Code
table2093,column40528,text,,YES,Grade
table2093,created_by,character varying,255,YES,created_by
table2093,created_date,timestamp without time zone,,YES,created_date
table2093,modified_by,character varying,255,YES,modified_by
table2093,modified_date,timestamp without time zone,,YES,modified_date
table2093,column40280,double precision,,YES,Min
table2093,column40281,double precision,,YES,Max
table2093,column40282,double precision,,YES,Point
table2093,column40284,double precision,,YES,Score
table2093,state,bigint,,YES,status
table2093,stateownerid,bigint,,YES,stateownerid
table2095,id,bigint,,NO,id
table2095,column40291,text,,YES,Name of Company
table2095,column40293,text,,YES,Project Name
table2095,column40294,timestamp without time zone,,YES,Start Date
table2095,column40295,timestamp without time zone,,YES,End Date
table2095,column40296,text,,YES,Employee Code
table2095,column40297,text,,YES,Employee Name
table2095,column40299,text,,YES,Areas of Strength
table2095,column40300,text,,YES,Areas of Improvement
table2095,column40301,text,,YES,"Training,if Any Required For Performance Improvement"
table2095,column40302,text,,YES,Overall Comments
table2095,column40304,text,,YES,Section D: Comments
table2095,column40306,text,,YES,Evaluation Code@s/y/s/m/s/2
table2095,column40307,text,,YES,Department
table2095,column40308,text,,YES,Designation
table2095,column40309,timestamp without time zone,,YES,Date
table2095,column40358,text,,YES,Employee User Login
table2095,created_by,character varying,255,YES,created_by
table2095,created_date,timestamp without time zone,,YES,created_date
table2095,modified_by,character varying,255,YES,modified_by
table2095,modified_date,timestamp without time zone,,YES,modified_date
table2095,state,bigint,,YES,status
table2095,stateownerid,bigint,,YES,stateownerid
table2097,id,bigint,,NO,id
table2097,column40336,text,,YES,KPI
table2097,column40337,text,,YES,Achievement
table2097,column40338,text,,YES,Rating
table2097,column40365,text,,YES,KRA
table2097,column40368,text,,YES,Evaluation Section
table2097,column40531,text,,YES,KRA Code
table2097,column40532,text,,YES,KPI Code
table2097,column40563,text,,YES,Measurement Frequency
table2097,column40347,bigint,,YES,Review Entries
table2097,created_by,character varying,255,YES,created_by
table2097,created_date,timestamp without time zone,,YES,created_date
table2097,modified_by,character varying,255,YES,modified_by
table2097,modified_date,timestamp without time zone,,YES,modified_date
table2097,column40339,double precision,,YES,Score
table2097,state,bigint,,YES,status
table2097,stateownerid,bigint,,YES,stateownerid
table2098,id,bigint,,NO,id
table2098,column40311,text,,YES,Employee Code
table2098,column40312,text,,YES,Evaluation Code
table2098,column40313,text,,YES,Employee Name
table2098,column40314,text,,YES,Reviewer Employee Code
table2098,column40315,timestamp without time zone,,YES,Date
table2098,column40316,text,,YES,Reviewer Employee Name
table2098,column40317,text,,YES,Reviewer Employee Department
table2098,column40318,text,,YES,Reviewer Employee Designation
table2098,column40343,text,,YES,Designation
table2098,column40344,text,,YES,Department
table2098,column40359,text,,YES,Employee User Login
table2098,column40360,text,,YES,Reviewer User Login
table2098,column40376,timestamp without time zone,,YES,Reminder Date
table2098,column40415,text,,YES,KRA Code
table2098,created_by,character varying,255,YES,created_by
table2098,column40324,double precision,,YES,Total KRA Weightage
table2098,created_date,timestamp without time zone,,YES,created_date
table2098,modified_by,character varying,255,YES,modified_by
table2098,modified_date,timestamp without time zone,,YES,modified_date
table2098,state,bigint,,YES,status
table2098,stateownerid,bigint,,YES,stateownerid
table2100,id,bigint,,NO,id
table2100,column40320,text,,YES,Key Result Areas (KRAs)
table2100,column40321,text,,YES,Key Performance Indicators (KPIs)
table2100,column40322,text,,YES,Target
table2100,column40367,text,,YES,Evaluation Section
table2100,column40529,text,,YES,KRA Code
table2100,column40530,text,,YES,KPI Code
table2100,column40562,text,,YES,Measurement Frequency
table2100,column40325,bigint,,YES,Employee KRA Setting Entries
table2100,created_by,character varying,255,YES,created_by
table2100,created_date,timestamp without time zone,,YES,created_date
table2100,modified_by,character varying,255,YES,modified_by
table2100,modified_date,timestamp without time zone,,YES,modified_date
table2100,column40323,double precision,,YES,Acceptable Score
table2100,state,bigint,,YES,status
table2100,stateownerid,bigint,,YES,stateownerid
table2101,id,bigint,,NO,id
table2101,column40329,text,,YES,Evaluation Code
table2101,column40330,timestamp without time zone,,YES,Review Date
table2101,column40331,timestamp without time zone,,YES,Submitted Date
table2101,column40332,text,,YES,Reviewer Employee Code
table2101,column40333,text,,YES,Reviewer Employee Name
table2101,column40361,text,,YES,Reviewer User Login
table2101,column40378,text,,YES,Review Code@RV/s/m/s/y/s/2
table2101,column40383,text,,YES,Employee Code
table2101,column40384,text,,YES,Employee Name
table2101,column40385,text,,YES,Employee User Login
table2101,created_by,character varying,255,YES,created_by
table2101,created_date,timestamp without time zone,,YES,created_date
table2101,modified_by,character varying,255,YES,modified_by
table2101,modified_date,timestamp without time zone,,YES,modified_date
table2101,column40364,double precision,,YES,Total Review Score
table2101,state,bigint,,YES,status
table2101,stateownerid,bigint,,YES,stateownerid
table2103,id,bigint,,NO,id
table2103,column40409,text,,YES,KRA Code@KR/s/y/m/s/2
table2103,column40416,text,,YES,Department
table2103,column40601,text,,YES,Grade
table2103,created_by,character varying,255,YES,created_by
table2103,created_date,timestamp without time zone,,YES,created_date
table2103,modified_by,character varying,255,YES,modified_by
table2103,modified_date,timestamp without time zone,,YES,modified_date
table2103,column45013,text,,YES,Version
table2103,column45014,text,,YES,Details
table2103,column45015,text,,YES,Master For
table2103,column53557,text,,YES,GUI Template Format
table2103,state,bigint,,YES,status
table2103,stateownerid,bigint,,YES,stateownerid
table2104,id,bigint,,NO,id
table2104,column40372,text,,YES,Reviewer Employee Code
table2104,column40373,text,,YES,Reviewer Employee Name
table2104,column40374,text,,YES,Frequency
table2104,column40375,timestamp without time zone,,YES,Start Date
table2104,column40377,bigint,,YES,Reviewer Entries
table2104,created_by,character varying,255,YES,created_by
table2104,created_date,timestamp without time zone,,YES,created_date
table2104,modified_by,character varying,255,YES,modified_by
table2104,modified_date,timestamp without time zone,,YES,modified_date
table2104,state,bigint,,YES,status
table2104,stateownerid,bigint,,YES,stateownerid
table2113,id,bigint,,NO,id
table2113,column40504,bigint,,YES,Incentive Payment Details
table2113,column40506,text,,YES,Organisation Name Line
table2113,column40507,text,,YES,Lead No. Line
table2113,created_by,character varying,255,YES,created_by
table2113,created_date,timestamp without time zone,,YES,created_date
table2113,modified_by,character varying,255,YES,modified_by
table2113,modified_date,timestamp without time zone,,YES,modified_date
table2113,column46814,text,,YES,Business Booked No.
table2113,column40508,double precision,,YES,Incentive Amount Line
table2113,column40509,double precision,,YES,Due Amount Line
table2113,column40510,double precision,,YES,Prev. Paid Amount Line
table2113,column40511,double precision,,YES,Balance Amount Line
table2113,column40512,double precision,,YES,Current Paid Amount Line
table2113,state,bigint,,YES,status
table2113,stateownerid,bigint,,YES,stateownerid
table2115,id,bigint,,NO,id
table2115,column40552,timestamp without time zone,,YES,Date
table2115,column40553,text,,YES,Employee Code
table2115,column40554,text,,YES,Employee Name
table2115,column40555,text,,YES,Employee User Login
table2115,created_by,character varying,255,YES,created_by
table2115,created_date,timestamp without time zone,,YES,created_date
table2115,modified_by,character varying,255,YES,modified_by
table2115,modified_date,timestamp without time zone,,YES,modified_date
table2115,state,bigint,,YES,status
table2115,stateownerid,bigint,,YES,stateownerid
table2116,id,bigint,,NO,id
table2116,column40559,text,,YES,Evaluation Code
table2116,column40560,text,,YES,Reviewer Employee Code
table2116,column40561,text,,YES,Reviewer Employee Name
table2116,column40564,text,,YES,KRA Code
table2116,column40565,text,,YES,KPI Code
table2116,column40566,text,,YES,KRA
table2116,column40567,text,,YES,KPI
table2116,column40568,text,,YES,Measurement Frequency
table2116,column40569,text,,YES,Achievement
table2116,column40557,bigint,,YES,KPI Update Entries
table2116,created_by,character varying,255,YES,created_by
table2116,created_date,timestamp without time zone,,YES,created_date
table2116,modified_by,character varying,255,YES,modified_by
table2116,modified_date,timestamp without time zone,,YES,modified_date
table2116,state,bigint,,YES,status
table2116,stateownerid,bigint,,YES,stateownerid
table2119,id,bigint,,NO,id
table2119,column40603,timestamp without time zone,,YES,Date
table2119,column40604,text,,YES,Evaluation Code
table2119,column40609,text,,YES,Areas of Strength
table2119,column40610,text,,YES,Areas of Improvement
table2119,column40611,text,,YES,Training if Any Required For Performance Improvement
table2119,column40612,text,,YES,Overall Comments
table2119,column40613,text,,YES,Final Grading
table2119,created_by,character varying,255,YES,created_by
table2119,created_date,timestamp without time zone,,YES,created_date
table2119,modified_by,character varying,255,YES,modified_by
table2119,modified_date,timestamp without time zone,,YES,modified_date
table2119,state,bigint,,YES,status
table2119,stateownerid,bigint,,YES,stateownerid
table2122,id,bigint,,NO,id
table2122,column40640,text,,YES,Voucher No
table2122,column40641,text,,YES,From Voucher Type
table2122,column40642,timestamp without time zone,,YES,Voucher Date
table2122,column40644,text,,YES,Name of Company
table2122,column40645,text,,YES,Project Name
table2122,column40647,text,,YES,Tax Code
table2122,column40648,text,,YES,Narration
table2122,column40663,text,,YES,Party Name
table2122,column40673,text,,YES,HSN Code
table2122,column40920,text,,YES,Invoice No
table2122,column40921,text,,YES,Revised Invoice No
table2122,column40922,text,,YES,Original Invoice No
table2122,column40923,text,,YES,HSN Description
table2122,column41013,timestamp without time zone,,YES,Original Invoice Date
table2122,created_by,character varying,255,YES,created_by
table2122,created_date,timestamp without time zone,,YES,created_date
table2122,modified_by,character varying,255,YES,modified_by
table2122,modified_date,timestamp without time zone,,YES,modified_date
table2122,column41040,text,,YES,Reverse Charge
table2122,column41061,text,,YES,Unit
table2122,column41104,text,,YES,Include GST
table2122,column45561,text,,YES,GST Ineligible Input Ledger
table2122,column46536,text,,YES,Port Code
table2122,column46538,text,,YES,Document Type
table2122,column46542,text,,YES,Eligibility for ITC
table2122,column46544,text,,YES,Bill of Entry Number
table2122,column46545,timestamp without time zone,,YES,Bill of Entry Date
table2122,column48055,text,,YES,Export Type
table2122,column48056,text,,YES,Claim Refund
table2122,column48059,text,,YES,Type of Bill
table2122,column48662,text,,YES,GST No.
table2122,column48663,text,,YES,Location
table2122,column55891,text,,YES,Credit Note No.
table2122,column55892,timestamp without time zone,,YES,Credit Note Date
table2122,column55984,text,,YES,From GST Voucher Type
table2122,column56298,text,,YES,Place of Supply
table2122,column58295,text,,YES,Currency
table2122,column59877,timestamp without time zone,,YES,Bounce Date
table2122,column63211,text,,YES,Main Ledger
table2122,column40655,double precision,,YES,Total Tax Amount
table2122,column40664,double precision,,YES,Principal Amount
table2122,column40928,bigint,,YES,Tax Code Amount
table2122,column40931,bigint,,YES,Tax Code Amount
table2122,column40941,bigint,,YES,column40941
table2122,column40638,bigint,,YES,Tax Code Amount
table2122,column40967,bigint,,YES,Tax Code Amount
table2122,column40936,bigint,,YES,Tax Code Amount
table2122,column40935,bigint,,YES,Tax Code Amount
table2122,column40966,bigint,,YES,Tax Code Amount
table2122,column41025,bigint,,YES,Tax Code Amount
table2122,column40636,bigint,,YES,Tax Code Amount
table2122,column40850,bigint,,YES,Tax Code Amount
table2122,column40847,bigint,,YES,Tax Code Amount1
table2122,column41031,bigint,,YES,Tax Code Amount
table2122,column40866,bigint,,YES,Tax Code Amount
table2122,column40854,bigint,,YES,Tax Code Amount 1 1
table2122,column40915,bigint,,YES,Tax Code Amount
table2122,column40919,bigint,,YES,Tax Code Amount
table2122,column40910,bigint,,YES,Tax Code Amount1
table2122,column40907,bigint,,YES,Tax Code Amount
table2122,column41011,bigint,,YES,Tax Code Amount
table2122,column41006,bigint,,YES,Tax Code Amount
table2122,column40950,bigint,,YES,Tax Code Amount
table2122,column40900,bigint,,YES,Tax Code Amount
table2122,column40897,bigint,,YES,Tax Code Amount
table2122,column41017,bigint,,YES,Tax Code Amount
table2122,state,bigint,,YES,status
table2122,stateownerid,bigint,,YES,stateownerid
table2122,column41039,double precision,,YES,Total Tax Line Amount
table2122,column41060,double precision,,YES,Qty
table2122,column41066,bigint,,YES,Tax Code Amount
table2122,column41044,bigint,,YES,Tax Code Amount1
table2122,column41130,bigint,,YES,Tax Code Amount adv
table2122,column41121,bigint,,YES,Tax Code Amount
table2122,column40790,bigint,,YES,Total Tax Amount
table2122,column41926,bigint,,YES,Tax Code Amount Line
table2122,column42191,bigint,,YES,Tax Code Amount
table2122,column42474,bigint,,YES,Tax Code Amount
table2122,column42713,bigint,,YES,Tax Code Amount for Tax On Transportation
table2122,column46546,double precision,,YES,Bill of Entry Value
table2122,column48670,double precision,,YES,Update Bill No.
table2122,column56004,bigint,,YES,GST TDS Tax Code Amount
table2122,column58310,bigint,,YES,GST TDS Tax Code Amount
table2122,column58296,double precision,,YES,Conversion Rate
table2122,column58305,double precision,,YES,Foreign Principal Amount
table2122,column60334,bigint,,YES,Tax Code Amount
table2122,column60922,bigint,,YES,Tax Code Amount
table2123,id,bigint,,NO,id
table2123,column40646,bigint,,YES,Tax Code Extension Entries
table2123,column40651,text,,YES,Ledger Name
table2123,column40652,text,,YES,Reverse Charge Ledger Name
table2123,column40661,text,,YES,Tax Type
table2123,column40662,text,,YES,Tax Category
table2123,created_by,character varying,255,YES,created_by
table2123,created_date,timestamp without time zone,,YES,created_date
table2123,modified_by,character varying,255,YES,modified_by
table2123,modified_date,timestamp without time zone,,YES,modified_date
table2123,column40653,double precision,,YES,Tax Rate
table2123,column40654,double precision,,YES,Tax Amount
table2123,column40659,double precision,,YES,Unused Principal Amount
table2123,column40660,double precision,,YES,Applicable On Percent
table2123,column40668,bigint,,YES,Tax Detail ID
table2123,column40669,bigint,,YES,Applicable on ID
table2123,state,bigint,,YES,status
table2123,stateownerid,bigint,,YES,stateownerid
table2125,id,bigint,,NO,id
table2125,column40843,text,,YES,Name of Company
table2125,column40858,text,,YES,Month
table2125,column40859,text,,YES,Year
table2125,column43520,text,,YES,GSTIN No.
table2125,column43522,text,,YES,File
table2125,created_by,character varying,255,YES,created_by
table2125,created_date,timestamp without time zone,,YES,created_date
table2125,modified_by,character varying,255,YES,modified_by
table2125,modified_date,timestamp without time zone,,YES,modified_date
table2125,column56757,text,,YES,File
table2125,state,bigint,,YES,status
table2125,stateownerid,bigint,,YES,stateownerid
table2128,id,bigint,,NO,id
table2128,column40867,text,,YES,Name of Company
table2128,column40868,text,,YES,Month
table2128,column40869,text,,YES,Year
table2128,column41508,text,,YES,GST No.
table2128,column41790,text,,YES,Upload Challan
table2128,column41798,text,,YES,Pay From Project
table2128,column41799,text,,YES,GST Payable Ledger
table2128,column41847,text,,YES,Voucher No@GSP/Y/2
table2128,column41848,timestamp without time zone,,YES,Date
table2128,column41851,text,,YES,Company Code
table2128,created_by,character varying,255,YES,created_by
table2128,created_date,timestamp without time zone,,YES,created_date
table2128,modified_by,character varying,255,YES,modified_by
table2128,modified_date,timestamp without time zone,,YES,modified_date
table2128,column43828,text,,YES,GST Receivable Ledger
table2128,column41784,double precision,,YES,Total Payable Amount
table2128,column41785,double precision,,YES,Total Setoff Available
table2128,column41786,double precision,,YES,Net GST Payable
table2128,column41787,double precision,,YES,Interest To Pay
table2128,column41788,double precision,,YES,Penalty To Pay
table2128,column41789,double precision,,YES,Amount To Pay
table2128,state,bigint,,YES,status
table2128,stateownerid,bigint,,YES,stateownerid
table2128,column43829,double precision,,YES,Total ITC Brought Forward
table2128,column43830,double precision,,YES,Total ITC Adjusted
table2135,id,bigint,,NO,id
table2135,column40797,text,,YES,Responsible User Line
table2135,column40798,text,,YES,E-Mail Line
table2135,column40808,bigint,,YES,Sales Target Details
table2135,created_by,character varying,255,YES,created_by
table2135,created_date,timestamp without time zone,,YES,created_date
table2135,modified_by,character varying,255,YES,modified_by
table2135,modified_date,timestamp without time zone,,YES,modified_date
table2135,column40799,bigint,,YES,Target New Leads Line
table2135,column40800,double precision,,YES,Target Followups Line
table2135,column40801,double precision,,YES,Target Meetings Fixed Line
table2135,column40802,double precision,,YES,Target Meetings Done Line
table2135,column40803,bigint,,YES,Target New Proposals Line
table2135,column40804,bigint,,YES,Target Finalisation Nos. Line
table2135,column40805,double precision,,YES,Target Finalisation Value Line
table2135,column40806,double precision,,YES,Target Days Line
table2135,column40810,double precision,,YES,Target Revenue
table2135,state,bigint,,YES,status
table2135,stateownerid,bigint,,YES,stateownerid
table2135,column51307,double precision,,YES,Q2 Forecast
table2135,column51308,double precision,,YES,Q3 Target
table2135,column51309,double precision,,YES,Q3 Achieved
table2135,column51310,double precision,,YES,Q3 Forecast
table2135,column51311,double precision,,YES,Q4 Target
table2135,column51312,double precision,,YES,Q4 Achieved
table2135,column51313,double precision,,YES,Q4 Forecast
table2122,column71446,text,,YES,Voucher Type
table2177,column66344,text,,YES,WBS Activities
table2139,id,bigint,,NO,id
table2139,column41479,text,,YES,From Email
table2139,column41480,text,,YES,To Form
table2139,column41481,text,,YES,Status Id
table2139,column41482,text,,YES,Imap Server
table2139,column41483,text,,YES,Imap Login
table2139,column41484,text,,YES,Imap Password
table2139,column41486,timestamp without time zone,,YES,Valid Till Date
table2139,column41495,text,,YES,Enquiry Source Code
