table_name,column_name,field_name
table1637,column32136,Contact Person
table1638,column32146,Enq Date
table1639,column32153,Amenities Details
table1638,column32148,Client Name
table1638,column32149,Lease Type
table1638,column32156,Lease Period
table1651,column32330,Escalation
table1638,column32159,Purpose of Lease
table1638,column32161,Finalisation Date
table1641,column32169,Management Remarks Entries
table1638,column32157,Budget
table1638,column32174,Management Remarks Count
table1640,column32174,Management Remarks Count
table1642,column32179,Terms Code@TC/4
table1643,column32186,Offer Code@LO/4
table1660,column32421,Narration
table1660,column32415,Client Code
table1660,column32423,Ledger Name
table1660,column32427,Client Name
table1660,column32418,Termination ID@TM/4
table1663,column32447,Action Remark
table1661,column32430,Inspection ID@LID/4
table1661,column32432,Entry Date
table1648,column32698,Lumsum Amount
table1663,column32443,Inspection Remark
table1663,column32445,Priority
table1663,column32440,Working
table1673,column38865,Additional Fields
table1640,column32452,Management Remarks Count
table1660,column32452,Management Remarks Count
table1644,column32202,Parking Area
table1647,column32222,Date
table1645,column32213,Terms Details
table1649,column32253,Lumsum
table1647,column32227,Client Name
table1649,column32252,Percentage
table1649,column32250,Terms
table1647,column32244,Total Parking Area
table1647,column32261,Escalation
table1650,column32268,Terms Code
table1650,column32272,Terms Details
table1627,column31917,Re-enter Password
table1644,column32274,Sub Project1
table1646,column32215,Feature Details
table1648,column32241,Total Value
table1651,column32278,Agreement Code@LAG/4
table1661,column32436,Client Code
table1652,column32289,Sub Project1
table1653,column32305,Sub Project2
table1653,column32311,Carpark Fee
table1652,column32293,Carpet Area
table1652,column32294,Parking Area
table1637,column32137,Mobile
table1655,column32350,To Date
table1653,column32307,Manual Parking Number
table1654,column32321,Percentage
table1653,column32309,Per Carpark Fee
table1651,column32359,Client Status
table1653,column32308,Carpark Area
table1652,column32304,Lumsum1
table1654,column32322,Lumsum2
table1651,column32300,Total Unit License Fee
table1651,column32299,Total Carpet Area
table1645,column32209,Terms Code
table1640,column32177,Management Remarks Count
table1640,column32168,Voucher No
table1647,column32336,Deposit Months
table1661,column32438,Client Name
table1651,column32342,Accounts Group
table1655,column32348,Bill Date
table1655,column32349,From Date
table1651,column32345,Pincode
table1651,column32357,Category of S.Tax
table1651,column32360,TDS Category
table1640,column32167,Form Name
table1661,column32435,Date
table1651,column32353,From Date
table1651,column32354,To Date
table1651,column32346,Bill Date
table1656,column32375,Status Value
table1652,column32366,Sale Ledger Amount
table1656,column32376,From Date
table1656,column32377,To Date
table1656,column32382,Lumsum
table1656,column32381,Rate
table1656,column32371,Form Id@ALI/4
table1633,column32005,Bill Date
table1656,column32372,Date
table1632,column31998,Cheque No
table1633,column32016,Bill Due Date
table1661,column32441,Narration
table1663,column32448,Agreement Amenities
table1647,column32704,Broker Name
table1648,column32234,Sub Project1
table1662,column32426,Amenities
table1647,column32226,Client Code
table1647,column32392,Narration
table1640,column32265,Management Remarks Count
table1647,column32265,Management Remarks Count
table1647,column32260,Notice Period
table1650,column32273,Lease Terms
table1647,column32256,Total Deposit Value
table1647,column32246,Total License Value
table1647,column32245,Total Chargeable Area
table1647,column32243,Total Carpet Area
table1648,column32231,License Premises
table1649,column32255,License Deposit
table1644,column32204,Proposed Premises
table1648,column32237,Carpet Area
table1640,column32266,Management Remarks Count
table1643,column32266,Management Remarks Count
table1643,column32192,Sub Project
table1645,column32207,Term and Conditions
table1643,column32206,Car Parking Fee
table1651,column32343,PAN
table1651,column32282,Client Name
table1652,column32383,Increment View
table1638,column32147,Client Code
table1662,column32428,Agreement Amenities
table1651,column32281,Client Code
table1646,column32217,Special Features
table1644,column32201,Carpet Area
table1644,column32203,Chargeable Area
table1663,column32437,Amenities
table1651,column32344,Address Client
table1638,column32145,Enq No@LRE/4
table1643,column32190,Client Name
table1651,column32286,Company Add
table1651,column32315,Total License Fee
table1661,column32434,Agreement Code
table1644,column32199,Floors
table1648,column32235,Floors
table1648,column32236,Unit No
table1653,column32306,Car Park Number
table1653,column32313,Car Park Type
table1644,column32200,Unit No
table1652,column32291,Floors
table1654,column32324,Agreement Deposit Details
table1651,column32690,Broker Name
table1652,column32292,Unit No
table1651,column33505,Agreement Type
table1637,column34586,City
table1651,column32340,Party Ledger Name
table1654,column32320,Deposit Terms
table1654,column32323,Deposit Amount
table1652,column32297,Total Value
table1651,column32327,Deposit Amt
table1651,column32326,Deposit Months
table1652,column32295,Chargeable Area
table1642,column32182,Valid Date Upto
table1643,column32187,Date
table1660,column32416,Date
table1660,column32419,Termination Date
table1649,column32251,Terms Date
table1652,column32367,Sale From Date
table1651,column32279,Date
table1637,column32132,Date
table1652,column32368,Sale To Date
table1663,column32446,Rectify Date
table1651,column32328,Commencing Date
table1651,column34426,Last Bill End Date
table1651,column32853,Lock in Period
table1651,column32317,Notice Period
table1651,column32325,Total Deposit
table1651,column32314,Total Carpark License Fee
table1653,column32312,Agreement Carpark Details
table1651,column32470,Total Extra Sale Amount
table1651,column32316,License Period
table1651,column34408,Billing Cycle
table1651,column32339,Sale Book Ledger Name1
table1651,column32575,Deposit Ledger Name
table1651,column32576,Accounts Group1
table1651,column32332,Interest
table1637,column32138,Phone
table1637,column32134,Address
table1637,column32356,Category of S.Tax
table1637,column32131,Client Code@LR/4
table1637,column32141,Client Status
table1637,column32135,Pincode
table1643,column32188,Enq No
table1637,column34588,Country
table1637,column34587,State
table1651,column32284,Project Name
table1637,column34585,Location
table1643,column32189,Client Code
table1643,column32197,Sub Project Offer
table1639,column32155,Amenities Require
table1643,column32391,Narration
table1643,column32703,Broker Name
table1626,column33224,Cost To be Booked
table1626,column42291,Actual Cost After Exceptional Exp
table1626,column42290,Exceptional Expenses
table1626,column42292,Actual Cost of Area Sold
table1626,column33225,Revenue to be Booked
table1626,column42289,Cost of Finished Goods
table1626,column33227,WIP
table1671,column37040,Status
table1671,column37038,Organisation Name
table1651,column32469,Our Company Status
table1661,column32433,Name of Company
table1660,column32413,Name of Company
table1647,column32223,Name of Company
table1643,column32224,Name of Company
table1651,column32280,Name of Company
table1637,column32129,Name of Company
table1626,column31768,Project Name
table1647,column32228,Project Name
table1651,column32287,Project Address
table1637,column32358,TDS Category
table1643,column32191,Project Name
table1647,column32263,Interest Rate
table1672,column44680,Form Link Code
table1672,column43015,Input Hint
table1674,column45154,Regular Expression
table1672,column44679,Form Link Master
table1672,column36192,Form Extension Name
table1672,column45076,Mandatory Field
table1674,column45086,Other Options
table1672,column45153,Regular Expression
table1672,column36201,Field Type
table1671,column36151,Lead No.
table1671,column36154,Estimated Budget
table1671,column36156,Nature of Lead
table1673,column45018,Additional Information
table1671,column45192,Followup Parameter
table1671,column45193,Analysis Parameter
table1671,column36158,Task User Name
table1671,column36155,Lead Type
table1671,column36159,Nature of Work to be done
table1672,column36193,Sequence No.
table1672,column36194,Field Name
table1673,column24799,Description
table1652,column32380,Escalation View
table1626,column33214,Actual Receipts for Project Till Date
table1626,column33216,Cost Incurred Till Opening Date
table1626,column33217,Revenue Recogined Till Opening Date
table1626,column33226,Actual Profit /Loss
table1633,column32006,Bill Amount
table1661,column37356,Ledger Name
table1661,column37355,Project Name
table1673,column37364,Custom Fields
table1663,column37357,Item Deduction Amount
table1633,column32004,Bill No
table1673,column45071,Lead Information
table1637,column32139,Email
table1637,column32140,PAN
table1627,column31915,User Login
table1637,column32142,Company Registered No
table1627,column31914,User Name
table1628,column40952,GST State Code
table1626,column33208,Total Estimated Construction Cost
table1671,column42681,Lead Source
table1660,column32414,Agreement Code
table1652,column46041,Tax Code
table1674,column36198,Field Name
table1674,column36200,Field Value
table1651,column32329,Expire Date
table1651,column38007,Next Reminder Date
table1673,column36196,Form Extension Name
table1635,column32100,Asset Detail
table1651,column40886,Lease Commencement Date
table1651,column40887,Rent Free Period (In Days)
table1651,column40888,Renewal Period
table1651,column40889,Rent Payment Advance (In Month)
table1651,column40890,Rent Payment Advance (In Amount)
table1651,column40891,Refundable Deposit for Electricity Meter
table1651,column40894,Rent Payment Advance (In Month)
table1651,column40893,Rent Payment Advance (In Amount)
table1651,column40892,Refundable Deposit for Electricity Meter (In Amount)
table1675,column37730,Work Details
table1675,column37731,Percentage
table1675,column37876,Actual Qty
table1675,column37877,Measurable Qty
table1632,column32001,Amount Cr
table1632,column32014,Amount Dr
table1632,column31999,Cheque Date
table1632,column32000,Opening Account Head
table1626,column33213,Actual Area Sold
table1626,column33215,Sales Value As Per Booking
table1626,column33212,Total Construction Cost Incurred Till Date
table1626,column33222,Percentage Of Work Completed
table1633,column45590,Advance Amount
table1652,column46040,HSN Code
table1673,column44990,Additional Information
table1640,column33365,Remarks
table1652,column54215,Billing Cycle Line
table1652,column54227,Revenue Code
table1656,column56146,Update All Member
table1656,column56147,Revenue Code
table1656,column32373,Agreement No
table1656,column56145,Project Name
table1655,column56152,Update All Member
table1655,column56153,Agreement No
table1655,column56154,Agreement No
table1656,column56184,Billing Cycle
table1637,column50532,Aadhar Card Number
table1637,column46816,Client Type
table1663,column54332,Amount
table1651,column46168,Module Name
table1661,column56132,Unique Fields
table1661,column56437,Inspection Schedule Date
table1661,column56438,Actual Inspection Date
table1626,column31780,Dr Amount
table1626,column31781,Cr Amount
table1628,column58093,Currency Symbol
table1637,column58136,Enable Customer App Login
table1637,column57891,Create Ledger
table1637,column57892,Group Name
table1628,column58092,Currency
table1628,column58091,Currency Code
table1637,column58138,Login Active Till Date
table1652,column58201,Unit Code
table1652,column58206,Revenue Head
table1633,column58662,Foreign Amount1
table1637,column59487,GST Type
table1637,column59488,GST No
table1638,column59496,Lumsum Budget
table1643,column59495,Lumsum License Fee
table1633,column64728,Narration
table1651,column66214,Reminder Date
table1686,column66069,Target Type
table1686,column66070,Target Sale Area
table1706,column45486,Remarks
table1707,column65699,Contractor Name
table1706,column37872,Basic Rate
table1681,column32611,Conversion Formula
table1706,column43428,Client BOQ ID
table1685,column70268,Meeting URL
table1686,column69463,Incentive Type
table1686,column69464,Fix Incentive Amount
table1686,column69465,Percentage Incentive Amount
table1686,column69466,Achieved Incentive Amount
table1716,column33023,Sr. No
table1717,column33025,Sr. No
table1725,column33132,Total Mobile Bill Amount
table1725,column33133,Total Service Tax Amount
table1707,column39465,Equipment Details
table1707,column39463,Working Qty
table1719,column33051,Sr No
table1719,column33048,Crushing Entries
table1719,column33054,Item Code
table1719,column33055,Percentage
table1700,column25751,Remarks
table1679,column32591,Item Group
table1679,column36092,Item Code
table1705,column39333,Patch To Reverse
table1705,column40451,Show Under Module Names
table1706,column37868,Sr. No.
table1706,column37863,Estimation Details
table1702,column38198,Remarks
table1691,column37736,Payment Schedule
table1679,column32592,Item Desc
table1701,column39326,Patch Master Key
table1705,column39332,Patch Applied
table1696,column37865,Total Propose Amount
table1707,column40003,Sr No
table1696,column37864,Estimate Amount
table1696,column41588,Total Overhead Amount
table1696,column41589,Total Profit Amount
table1706,column41583,Schedule Rate Code
table1691,column37726,Sr. No.
table1689,column37738,Materials and Manpower Details
table1690,column37739,Sr. No.
table1690,column37741,Ht / D (m)
table1690,column37742,Area
table1690,column37743,Duct / Void
table1690,column37744,LSCAPE Refuge
table1690,column37745,Net Area
table1690,column37746,Percentage for Pay
table1690,column37747,Measurable Area (Sq. M.)
table1690,column37749,Build up Area Statement
table1690,column37748,Measurable Area (Sq. Ft.)
table1695,column37836,Details
table1692,column37764,Sr. No.
table1692,column37768,Basic Rate List
table1706,column37869,Description
table1705,column40428,Expected Results
table1705,column40459,More Commands To Run
table1705,column40460,More Commands To Reverse
table1705,column40427,Depends On Patch Nos
table1705,column40454,You May Like Patch Nos
table1706,column45487,Detail Description
table1685,column32665,Mail Contain
table1684,column32639,Round
table1705,column46675,Show Under Form Names
table1679,column50085,Resource Type
table1684,column32642,Name of Interviewer
table1705,column57297,Show On Cloud Codes
table1679,column57632,Proposal No
table1700,column57987,Remind To Email IDs
table1681,column36082,Item Code
table1720,column33065,Supplier Name
table1726,column33131,Service Tax Amount
table1719,column37448,Unit
table1718,column37198,Total Enter Percentage
table1718,column37200,Air Dust / Wastage
table1718,column37199,Total Crushing Output (CUM)
table1721,column33072,Market Rate  / Per Hours / Month
table1718,column37201,Air Dust / Wastage Percentage
table1718,column33044,Name of Company
table1681,column32609,Input Unit
table1699,column39861,Clear Cache on Update Form IDs
table1699,column39860,Field ID To Cache
table1686,column32675,Project Name
table1684,column32643,Comments
table1682,column32614,Unit
table1708,column32757,LBT Rate
table1682,column32616,Input Value
table1721,column33071,Market Rate  / Unit
table1721,column33075,End Date
table1715,column33016,Master Type
table1717,column33026,Amenities
table1720,column33102,Future Date
table1721,column33073,Break Down Allowed Max Hours
table1717,column33027,Lease Amenities
table1720,column33063,Project Name
table1726,column33123,Employee Code
table1720,column33060,EAM PO No@WIPPO/Y/M/4
table1721,column33069,Asset Group
table1721,column33074,Start Date
table1720,column33100,Duplicate Entries
table1726,column33124,Mobile
table1726,column33128,Service Tax Rate
table1726,column33122,Employee Name
table1726,column33126,Mobile Bill Amount
table1725,column33129,Date
table1725,column33118,Name of Company
table1682,column32615,Input Unit
table1682,column33167,Item Group
table1682,column33168,Item Desc
table1726,column33440,Mobile Bill No
table1726,column33443,Designation
table1726,column33442,Department
table1726,column33441,Position
table1726,column33125,Mobile Bill Limit
table1725,column33148,Party Name
table1726,column33127,Bill Amount Difference
table1696,column44220,Remark
table1682,column32613,Unit Conversion
table1708,column32756,Item Desc
table1679,column32593,Unit
table1720,column33061,P.O. Date
table1721,column33076,Inactive
table1679,column32589,Date
table1700,column36829,Cloud Customer Name
table1700,column36830,Active Till Date
table1700,column36831,Total Super Users
table1700,column36833,Registered Mobile No.
table1700,column36835,Registered Cloud Owner Name
table1700,column36834,Registered Email ID
table1679,column34285,Previous Rate
table1715,column33018,Sub Project
table1716,column33019,Amenities
table1716,column33022,Name of Amenities
table1679,column35483,Update Activities With Status
table1679,column32594,New Rate
table1679,column32590,Project Name
table1725,column33119,Company Code
table1681,column32610,Output Unit
table1715,column33017,Project Name
table1718,column33047,Project Code
table1725,column33147,Project Name 1
table1708,column32755,Item Group
table1682,column8316,Return Qty
table1720,column33062,Work Order No.
table1719,column33056,Crushing Output (CUM)
table1718,column37194,Godown Name
table1718,column37202,Production Date
table1718,column33045,Project Name
table1719,column33057,Required Quantity
table1718,column37192,Factor
table1718,column37193,Crushing Input in CUM
table1718,column37195,Sub Project
table1718,column33046,Crushing Input (MT)
table1718,column33043,Production Note@C/Y/5
table1721,column33070,Unit
table1719,column33052,Item Group
table1705,column39331,Patch From Server Cloudcode
table1705,column40422,Developer Mobile
table1705,column40426,QA Mobile
table1705,column39328,Patch Date Time
table1705,column39329,Patch By User Name
table1705,column39330,Patch From Server URL
table1705,column40423,Patch No.
table1705,column40453,Patch Rating By QA
table1705,column40424,QA Name
table1705,column40419,Patch Name
table1705,column40421,Developer Email
table1705,column40425,QA Email
table1706,column41585,Overhead Amount
table1696,column41598,Schedule Rate Year
table1706,column37871,Quantity
table1706,column37874,Profit Percent
table1706,column41584,Overhead Percent
table1703,column38196,Mobile No.
table1721,column37471,Applicable for State
table1704,column38022,Name of Company
table1704,column38023,Asset Id
table1700,column36828,Cloud Customer Code
table1702,column38189,Mobile Client Name
table1702,column38190,Client Server URL
table1702,column38191,Client Server Cloud Code
table1702,column38193,Total Users
table1702,column38188,Mobile License Code@MLC/Y/M/3
table1703,column38194,Mobile License Code
table1703,column38197,Active Till Date
table1702,column38192,Active Till Date
table1702,column38270,MobileApp Name
table1700,column38185,Product Name
table1706,column41586,Profit Amount
table1706,column37870,UOM
table1696,column41599,Schedule Rate Type
table1719,column33053,Item Desc
table1701,column39321,Total Module License
table1701,column39319,Client Server Cloudcode
table1696,column41593,Schedule Rate State
table1701,column39316,Client Server Name
table1701,column39317,Client Installation Date
table1701,column39318,Client Server URL
table1701,column39320,Total User License
table1701,column39322,Client License Email
table1701,column39323,Client License Mobile
table1701,column39324,License Contact Name
table1701,column39325,Active Till Date
table1681,column33164,Item Desc
table1681,column33163,Item Group
table1707,column40004,Remarks
table1696,column41592,Sub Project
table1696,column37861,Name of Company
table1696,column37862,Project Name
table1696,column41611,Name Of Client
table1696,column41612,Tender No
table1706,column41615,Parent
table1696,column41609,Proposal No.
table1695,column37833,Sr. No.
table1695,column37834,Details of Work
table1690,column37740,Description
table1695,column37835,Percentage
table1694,column37830,Name of Company
table1691,column37727,Details of Work
table1691,column37728,Percentage
table1689,column37733,Description
table1689,column37734,Qty / Remarks
table1689,column37735,Make / Brand
table1689,column37732,Type
table1692,column37765,Material Description
table1692,column37766,Rate
table1692,column37767,Unit
table1694,column37829,Type
table1706,column37873,Unit Amount
table1705,column40452,Development Cost
table1705,column40463,Presentation In PDF
table1705,column40462,Presentation Source File
table1705,column40420,Developer Name
table1705,column40448,Conflicts With Patch Nos
table1705,column40461,Documentation In Word
table1705,column40455,This Is Update For Patch No
table1707,column39462,Unit
table1707,column39460,Equipment Details
table1707,column39461,Activity Name
table1703,column40725,Last Access Date
table1703,column40733,First Login Date
table1684,column32641,Round Date
table1685,column36127,Designation Name
table1685,column32651,Schedule Date
table1685,column32650,Date
table1685,column32658,Venue
table1684,column32644,Interview List
table1685,column45506,Source of Candidate
table1706,column37875,Amount
table1686,column32674,Person Name
table1686,column32679,Unit Type
table1686,column32681,Target Amount
table1686,column32680,Target No. of Units
table1686,column32678,End Date
table1686,column32677,Start Date
table1686,column32676,Sub Project
table1700,column50165,Database Server IP
table1700,column50166,Database Server Login
table1700,column50167,Database Server Password
table1700,column50169,Database Server Port
table1706,column50904,Activity Billing Rate
table1696,column50950,Above Percentage
table1696,column50951,Below Percentage
table1706,column45488,Discount Percent
table1726,column33130,Mobile Bills Entries
table1685,column32666,Candidate Name
table1685,column32654,Candidate Email ID
table1685,column32653,Candidate Code
table1685,column32655,Interviewer Name
table1685,column32652,Request Code
table1685,column32656,Company Email
table1684,column54377,Work Experience
table1684,column54378,Applicable Skills
table1684,column54379,Appearance
table1684,column54380,Attitude
table1684,column54381,Enthusiasm
table1684,column54382,Education
table1684,column54383,Technical
table1684,column54384,Overall Rating1
table1700,column57173,Amount
table1679,column35485,Sub Project
table1679,column57631,Form Name
table1700,column57571,Total Management Users
table1700,column57572,Total Audit Users
table1700,column57573,Total ESS Users
table1700,column57574,Total Module Wise Users
table1700,column57622,Mobile App Users
table1682,column51842,Sales Return Qty
table1706,column61939,HSN Code
table1706,column61949,Tax Code
table1686,column65069,Team Leader
table1761,column67277,WBS Codes
table1731,column5645,W O Area
table1735,column33329,Description
table1758,column33361,Vat Principal Amount2
table1758,column17577,Vat Principal Amount
table1757,column44119,New Relation Fields
table1757,column44115,Old Relation Fields
table1731,column43731,Part Rate Factor
table1729,column33198,Total Project Expenses
table1729,column33200,Total Percent Apportion
table1749,column34228,Comment
table1731,column33290,Certify Value
table1737,column33356,Description
table1746,column33466,Employe Codes
table1735,column33324,Project Head Name
table1734,column52817,Budget Head Amount
table1731,column33255,DFF Type
table1731,column33253,Description
table1761,column33687,Task Name
table1757,column33593,Old Function Details
table1758,column33640,Vat Principal Amount
table1759,column33639,Material List
table1732,column33261,Particular1
table1761,column33900,Attach MSP File To Import File
table1757,column33595,Old SQL Details
table1757,column33674,New Save Check Conditions
table1757,column33675,Old Save Check Conditions
table1761,column34076,Save As
table1761,column34347,Export From
table1757,column34665,Patch File Name
table1730,column33197,Overhead Apportion Entries
table1754,column33827,Field ID
table1734,column33303,Qty
table1735,column33331,Qty
table1757,column33597,Remarks
table1757,column34353,Report File Name
table1732,column33269,Part Rate Entries
table1731,column5602,Percentage
table1734,column41440,Narration
table1757,column33596,New SQL Details
table1757,column33594,New Function Details
table1754,column36054,Report ID
table1754,column33554,Attachment
table1754,column33599,Particulars
table1753,column33548,Form ID
table1753,column33550,Form Details
table1754,column33601,Type
table1734,column33300,Description
table1734,column33304,Unit
table1735,column33332,Unit
table1757,column33590,Field ID
table1753,column58055,Video Tutorial Link
table1733,column39168,Bill Status
table1733,column39169,Payment Status
table1733,column33271,Project Name
table1760,column33646,Current Release Rate
table1759,column33635,Qty
table1735,column33344,Monthly Bifurcation
table1736,column33342,Recovery Schedule
table1734,column33301,Occupancy Status
table1735,column33335,Manual Due Date
table1735,column33384,Total Recovery Percent
table1734,column33302,Arrears
table1761,column33693,Activity Code Old
table1761,column40055,Task Secondary Unit Old
table1729,column33188,Name of Company
table1729,column33202,Overhead Apportion@OA/Y/2
table1747,column33471,Orientation Time
table1733,column33273,Sub Project Code
table1749,column33478,Name of the Module
table1749,column33476,Date of Training
table1737,column33350,Date
table1737,column33848,State
table1729,column33240,End Date
table1729,column33201,Start Date
table1729,column33190,HO Apportion Ledger
table1729,column33185,HO Expenses Group Name
table1735,column34082,Revenue Targets@RT/Y/4
table1757,column33605,Customization ID@CS/Y/M/3
table1748,column33489,Project Name
table1737,column33355,File
table1737,column33353,Web link
table1737,column33352,Ref / Clause / Amendment No
table1749,column33479,Name of Agency/Trainer
table1737,column33358,Category
table1749,column33481,Location Of Training
table1750,column33472,Site Visit / Location 1
table1748,column33484,Training Process Entries
table1750,column33473,Visit Time
table1749,column33477,Type of Training
table1749,column33482,Total Number of Participants
table1746,column33464,Number of Participants
table1746,column33465,HR Orientation
table1747,column33474,Induction Process Entries
table1750,column33475,Induction Site Visit Entries
table1749,column33483,Number of Batch
table1746,column33467,Induction Time
table1746,column33463,Date of Induction
table1748,column33487,Designation
table1748,column33488,Grade
table1749,column33480,Grade of Partcipants
table1761,column33686,Info
table1730,column33195,Apportion Ledger
table1731,column33254,Work Order No
table1728,column33171,Configuration Type
table1731,column33252,Method
table1728,column33172,Configuration Formula
table1730,column33196,Percent Apportion
table1728,column33174,End Date
table1736,column33345,Recovery Amount
table1730,column33194,Apportion Amount
table1730,column33192,Expenses Group Name
table1728,column33170,Name of Company
table1731,column33247,Activity Code
table1736,column33340,Schedule Date
table1736,column33341,Recovery Percent
table1736,column33339,Recovery Days
table1761,column33684,Sub Project
table1760,column33650,Partial Rate
table1731,column33651,Part Release Qty
table1761,column33683,Project Name
table1731,column33257,Bill Date
table1757,column33606,Date
table1759,column33634,Unit
table1731,column33416,Particulars
table1731,column33260,Bill No
table1732,column33264,Amount1
table1732,column33267,Balance
table1731,column33256,Work Order Date
table1759,column33638,Amount
table1761,column33685,Task ID
table1731,column33681,Part Release Amount
table1760,column33679,SRN No
table1761,column33688,Duration
table1761,column33752,Sequence No.
table1758,column33802,Work Order No
table1759,column33806,Bill Qty
table1758,column33803,Bill No
table1759,column33906,Total Qty Amount
table1760,column33699,Partial Work Order No
table1760,column33696,Partial Activity Code
table1760,column33643,Partial Particulars
table1760,column33644,Partial Qty
table1761,column33695,Activity Code Percentage Old
table1760,column33647,Balance Amount
table1760,column33645,Previous Release Rate
table1758,column33959,C.C. No
table1761,column33904,Export Project To Microsoft Project File
table1759,column33637,Tax Rate
table1759,column33636,Principal Amount
table1757,column33609,New Show Field Name
table1757,column33985,New Field Width
table1757,column33598,Username
table1757,column33987,New Field Type
table1757,column33988,New Field Name
table1761,column33700,Parent Task ID
table1757,column33676,Old Field States
table1757,column33608,Old Show Field Name
table1757,column33673,New Field States
table1761,column33691,Predecessor
table1761,column34079,Amount Old
table1757,column33986,New Field Alias
table1757,column33990,New Field Relation Field IDs
table1757,column33989,New Field Relation Form ID
table1757,column33995,Watermark
table1758,column33809,Vat Principal Amount
table1758,column33810,Vat Principal Amount2
table1728,column33173,Start Date
table1761,column33701,Manual Start Date
table1761,column34077,Rate Old
table1757,column33672,New Search Required
table1757,column33670,New Save Required
table1757,column33669,Old Save Required
table1757,column33671,Old Search Required
table1757,column33994,Regular Expression
table1757,column34357,Sub Module Name
table1761,column33690,Finish
table1761,column33689,Start
table1757,column42185,Old Field Default Value
table1757,column33984,New Field Default Value
table1761,column33694,Percent Completed
table1735,column33325,Name of Company
table1734,column33299,Name of Company
table1760,column33938,Partial Perc
table1729,column33184,HO Project Name
table1735,column33323,Project Name
table1730,column33191,Project Name
table1733,column33272,Sub Project
table1737,column33847,Country
table1760,column33667,Previous Release Perc
table1733,column33279,Name of Company
table1734,column33657,Thumb Rule Budget Amount
table1757,column34348,Report ID
table1757,column34351,Workflow ID
table1757,column34608,Report Output Format
table1757,column33592,Customization Type
table1729,column33189,HO Expenses Amount
table1730,column33193,Expenses
table1731,column33289,Certify Value
table1732,column38781,Remarks
table1731,column33251,Unit
table1731,column33249,Rate
table1731,column33250,Amount
table1731,column33287,Qty
table1760,column38792,Release Percent of 100
table1732,column33263,Rate1
table1731,column33248,W O Area
table1731,column38782,Percentage
table1731,column33288,Total Amount
table1732,column33262,Perc
table1732,column38791,Release Percent of 100
table1734,column33308,Start Date
table1761,column33899,Import From Microsoft Project File
table1759,column33632,Item Group
table1753,column36051,Approx. Implementation Days
table1735,column33326,Department
table1747,column34227,Department
table1761,column38787,Unit Old
table1760,column33648,Release Amount
table1735,column33336,Activity Code
table1761,column40054,Task Secondary Qty Old
table1734,column41441,Module
table1734,column33314,Project Name
table1734,column33315,Project Head Name
table1761,column34078,Qty Old
table1761,column42151,New Revision
table1761,column42152,Revision No.
table1761,column42150,New Revision No.
table1729,column38143,Pending
table1757,column33992,New Field Sr No
table1757,column34350,Workflow Sr No
table1757,column42387,Combo Sr No
table1734,column33309,End Date
table1733,column38412,Project Manager
table1731,column33258,SRN Date
table1731,column33259,SRN No
table1731,column33295,Certify Amount
table1733,column38438,Product Type For ITAPL
table1759,column33633,Item Desc
table1757,column34349,Report Sr No
table1737,column33351,Department
table1757,column42386,Combo ID
table1753,column33555,Amendment Date
table1734,column41161,Module Name
table1753,column33551,Type
table1754,column33553,Details
table1753,column33547,Module Name
table1753,column33549,Form Name
table1754,column33556,Documentation Entries
table1734,column33711,Created Date
table1734,column33653,Group
table1734,column33297,Department
table1734,column33298,Group Name
table1734,column33310,Ledger Name
table1734,column33654,Parent Group Code
table1761,column42194,Manual Percent Completed
table1731,column33285,Certify Value
table1761,column33692,Resource Names
table1761,column47243,Base Line1 Start Date
table1761,column47244,Base Line1 End Date
table1761,column47245,Base Line2 Start Date
table1761,column47246,Base Line2 End Date
table1761,column47247,Base Line3 Start Date
table1761,column47262,Base Line10 End Date
table1761,column47248,Base Line3 End Date
table1761,column47249,Base Line4 Start Date
table1761,column47250,Base Line4 End Date
table1761,column47251,Base Line5 Start Date
table1761,column47252,Base Line5 End Date
table1761,column47253,Base Line6 Start Date
table1761,column47254,Base Line6 End Date
table1761,column47255,Base Line7 Start Date
table1761,column47256,Base Line7 End Date
table1761,column47257,Base Line8 Start Date
table1761,column47258,Base Line8 End Date
table1761,column47259,Base Line9 Start Date
table1761,column47260,Base Line9 End Date
table1761,column47261,Base Line10 Start Date
table1761,column51174,Activity Type
table1748,column33486,Employee Code
table1747,column33470,Employee Name
table1731,column51723,Common Part Rate
table1735,column51856,Group
table1735,column51965,Sub Code
table1734,column51237,Sub Code
table1734,column51238,Establisment code
table1734,column33655,Construction Area
table1734,column33656,Rate
table1734,column33307,Total Amount
table1734,column33306,Estimated Income
table1734,column47447,Current Release Percent
table1734,column47448,Total Release Amount
table1734,column33666,Estb.Code@/h/3
table1729,column54592,HO Apportion Budget Code
table1730,column54593,Apportion Budget Code
table1734,column55647,Group Code
table1734,column56360,Project Budget Code
table1734,column56435,Responsible Manager
table1735,column51964,Parent Group Code
table1735,column33328,Ledger Name
table1735,column51967,Start Date
table1735,column51968,End Date
table1735,column33333,Income Per Unit Including Taxes If Any
table1735,column33334,Total Amount
table1735,column33327,Group Name
table1735,column51966,Revenue Target Number
table1734,column33305,Cost Per Unit Excluding Taxes
table1734,column33313,Monthly Bifurcation
table1734,column56431,Is Profit Centre
table1734,column56432,Is Service Center
table1734,column56433,Carry Over Budget
table1734,column56434,Responsible Person
table1733,column57472,AMC Expiry Date
table1733,column57440,Cloud Code
table1733,column57473,AMC Amount
